,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Account Holder Category
920,27,1.0,42,3,2.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
921,31,5.0,91,3,1.6,Undergraduate,126,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
922,32,6.0,38,1,0.3,Undergraduate,0,No,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
923,55,30.0,28,1,1.5,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
924,55,30.0,32,4,0.1,Professional,0,No,Yes,No,No,No,Holds Only Security Account
925,42,18.0,31,1,0.3,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
926,33,9.0,22,4,0.4,Graduate,103,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
927,65,40.0,95,3,3.7,Graduate,138,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
928,35,10.0,74,4,1.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
929,55,30.0,22,1,1.5,Graduate,91,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
930,28,4.0,43,3,0.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
931,27,3.0,43,1,1.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
932,51,27.0,112,3,1.8,Graduate,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
933,50,23.0,9,2,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
934,58,33.0,81,2,0.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
935,46,20.0,131,1,5.7,Undergraduate,256,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
936,62,32.0,19,1,1.5,Professional,0,No,Yes,No,No,No,Holds Only Security Account
937,38,13.0,62,3,0.7,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
938,62,37.0,19,4,0.4,Graduate,124,No,Yes,No,No,No,Holds Only Security Account
939,56,32.0,8,2,0.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
940,61,36.0,193,1,4.7,Professional,203,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
941,38,13.0,129,4,4.4,Undergraduate,140,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
942,55,29.0,30,4,0.7,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
943,30,4.0,80,4,1.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
944,41,15.0,22,4,1.5,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
945,57,32.0,33,1,1.5,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
946,36,11.0,64,4,2.1,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
947,55,29.0,60,3,2.2,Professional,84,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
948,30,4.0,81,1,2.9,Professional,259,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
949,40,16.0,45,3,0.6,Graduate,204,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
950,32,6.0,112,4,1.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
951,59,34.0,83,2,3.4,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
952,44,20.0,180,2,7.6,Undergraduate,524,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
953,51,26.0,28,4,0.2,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
954,37,12.0,169,2,5.2,Professional,249,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
955,59,35.0,14,4,0.7,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
956,37,11.0,43,1,2.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
957,56,32.0,88,2,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
958,55,29.0,78,4,2.6,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
959,49,24.0,68,1,0.2,Graduate,163,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
960,46,22.0,144,2,3.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
961,35,9.0,30,4,1.0,Undergraduate,163,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
962,47,21.0,120,1,0.0,Undergraduate,135,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
963,39,14.0,24,2,0.3,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
964,27,1.0,78,4,2.3,Professional,157,No,Yes,No,Yes,No,Holds Only Security Account
965,62,36.0,135,2,5.2,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
966,57,32.0,44,2,1.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
967,55,30.0,73,4,3.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
968,55,31.0,90,1,2.7,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
969,41,15.0,58,3,0.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
970,57,32.0,75,2,3.7,Undergraduate,236,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
971,43,19.0,174,3,1.7,Professional,231,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
972,40,16.0,50,2,1.7,Undergraduate,174,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
973,43,18.0,85,1,4.0,Professional,287,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
974,63,38.0,54,3,2.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
975,63,38.0,83,2,3.4,Undergraduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
976,54,30.0,24,4,0.2,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
977,54,30.0,45,4,1.1,Graduate,205,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
978,52,26.0,68,1,0.8,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
979,50,26.0,48,4,0.1,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
980,38,13.0,114,1,1.0,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
981,36,12.0,142,3,2.3,Graduate,0,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
982,58,33.0,52,3,0.5,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
983,46,22.0,142,2,3.3,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
984,50,25.0,15,1,0.4,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
985,46,22.0,118,1,4.7,Undergraduate,159,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
986,53,27.0,101,4,4.9,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
987,62,36.0,84,2,2.8,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
988,63,39.0,32,1,1.9,Graduate,100,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
989,42,16.0,64,3,0.5,Professional,247,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
990,34,10.0,81,4,3.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
991,40,14.0,28,4,1.5,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
992,34,9.0,93,1,0.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
993,41,15.0,185,1,3.6,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
994,32,8.0,42,1,1.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
995,28,3.0,45,2,1.6,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
996,33,6.0,49,2,1.66666666666667,Graduate,214,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
997,46,20.0,69,3,2.1,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
998,52,27.0,94,1,2.8,Graduate,333,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
999,60,35.0,18,1,1.5,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1000,59,35.0,8,4,0.7,Undergraduate,91,No,Yes,No,No,No,Holds Only Security Account
1001,57,32.0,55,4,2.1,Undergraduate,108,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1002,46,20.0,85,2,0.4,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1003,25,1.0,62,4,0.0,Undergraduate,229,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1004,53,23.0,65,4,2.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1005,38,12.0,138,2,0.0,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1006,63,38.0,103,1,2.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1007,44,19.0,99,3,3.5,Professional,357,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1008,50,24.0,152,1,7.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1009,28,3.0,25,2,0.9,Professional,140,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1010,27,3.0,98,2,2.5,Undergraduate,361,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
1011,52,27.0,39,2,0.7,Graduate,166,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1012,50,25.0,40,1,1.3,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1013,39,13.0,58,3,2.1,Undergraduate,169,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1014,50,26.0,192,2,1.8,Professional,301,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
1015,60,34.0,62,1,0.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1016,30,5.0,69,1,0.8,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1017,31,5.0,40,4,1.3,Professional,170,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1018,39,15.0,61,2,0.6,Professional,127,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1019,29,3.0,30,4,0.3,Graduate,157,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1020,54,29.0,29,1,1.5,Graduate,97,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1021,35,8.0,41,2,1.0,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1022,27,3.0,118,1,3.3,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1023,45,20.0,109,1,7.0,Undergraduate,366,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1024,58,33.0,122,4,0.2,Graduate,0,Yes,No,Yes,Yes,No,Holds Only Deposit Account
1025,62,37.0,50,3,1.5,Undergraduate,169,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1026,28,4.0,43,3,0.1,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1027,32,7.0,108,1,4.6,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
1028,29,4.0,110,4,2.5,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1029,41,17.0,20,1,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1030,61,35.0,112,4,1.7,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1031,56,32.0,25,1,0.1,Graduate,136,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1032,37,12.0,42,3,0.7,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1033,60,34.0,29,2,0.3,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1034,49,23.0,84,3,2.1,Undergraduate,134,No,Yes,No,Yes,No,Holds Only Security Account
1035,43,17.0,81,4,2.6,Professional,0,No,Yes,No,Yes,No,Holds Only Security Account
1036,53,28.0,55,4,0.9,Undergraduate,119,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1037,35,11.0,40,1,2.4,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1038,56,30.0,145,4,5.7,Graduate,0,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
1039,41,16.0,175,2,1.1,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1040,36,6.0,78,4,1.8,Professional,163,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1041,56,32.0,51,4,1.5,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1042,64,34.0,50,4,1.66666666666667,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1043,51,27.0,21,3,0.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1044,49,24.0,79,1,0.2,Graduate,83,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1045,43,18.0,84,1,4.0,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1046,51,26.0,34,4,0.4,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1047,55,31.0,73,4,1.6,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1048,62,37.0,90,3,0.5,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1049,35,10.0,23,4,0.2,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1050,53,27.0,145,2,6.1,Professional,294,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
1051,33,7.0,54,4,0.2,Undergraduate,141,No,Yes,No,No,No,Holds Only Security Account
1052,43,17.0,49,3,2.2,Graduate,103,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1053,58,32.0,51,1,2.8,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1054,63,38.0,8,4,0.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1055,31,6.0,62,1,1.0,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1056,36,6.0,25,1,0.666666666666667,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1057,30,0.0,63,2,1.75,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1058,59,34.0,24,2,0.2,Professional,86,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1059,28,2.0,11,1,0.1,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1060,59,34.0,23,1,0.1,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1061,47,22.0,33,1,1.4,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1062,47,21.0,83,1,3.8,Undergraduate,97,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1063,56,30.0,39,3,1.4,Undergraduate,131,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1064,41,17.0,138,3,6.9,Graduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1065,25,1.0,113,3,2.5,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1066,30,5.0,125,4,0.5,Professional,0,Yes,No,Yes,Yes,No,Holds Only Deposit Account
1067,50,24.0,195,1,1.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1068,34,9.0,105,3,1.2,Professional,0,No,Yes,No,No,No,Holds Only Security Account
1069,44,18.0,75,2,3.5,Undergraduate,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1070,36,9.0,40,2,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1071,39,14.0,61,3,0.5,Professional,137,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1072,54,24.0,75,2,4.5,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1073,33,8.0,122,1,0.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1074,39,14.0,75,3,3.0,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1075,41,15.0,59,4,0.2,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1076,40,13.0,24,3,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1077,29,3.0,175,3,3.3,Professional,329,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1078,51,27.0,39,2,0.8,Undergraduate,182,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1079,54,30.0,145,2,6.8,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
1080,47,22.0,24,4,0.4,Graduate,142,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1081,53,28.0,20,3,0.1,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1082,30,5.0,85,1,2.6,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1083,28,3.0,65,3,2.6,Professional,0,No,Yes,No,No,No,Holds Only Security Account
1084,60,35.0,191,4,5.6,Professional,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1085,51,26.0,11,2,0.0,Undergraduate,0,No,Yes,No,No,No,Holds Only Security Account
1086,63,37.0,40,2,1.0,Professional,167,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1087,38,13.0,54,3,0.7,Graduate,196,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1088,59,35.0,95,1,3.8,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1089,53,29.0,94,4,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1090,31,5.0,79,4,2.2,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1091,41,17.0,48,3,0.3,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1092,25,1.0,70,4,2.6,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1093,27,3.0,40,3,0.1,Graduate,111,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1094,50,24.0,44,4,1.8,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1095,50,25.0,43,1,1.4,Professional,137,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1096,43,18.0,29,1,0.3,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1097,50,24.0,188,3,1.3,Undergraduate,184,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1098,46,20.0,114,1,0.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1099,30,6.0,52,3,0.7,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1100,42,16.0,13,1,0.2,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1101,42,17.0,95,3,0.5,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1102,29,3.0,84,1,2.9,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1103,38,14.0,49,1,1.8,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1104,51,25.0,181,1,1.7,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1105,35,10.0,182,1,0.3,Graduate,229,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
1106,37,13.0,70,2,2.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1107,47,21.0,79,3,1.1,Undergraduate,185,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1108,55,29.0,61,4,2.8,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1109,65,41.0,121,2,2.1,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1110,58,33.0,34,3,0.2,Undergraduate,83,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1111,54,28.0,183,1,1.0,Undergraduate,442,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1112,52,28.0,51,1,1.6,Professional,0,No,Yes,No,No,Yes,Holds Only Security Account
1113,28,2.0,70,3,0.3,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1114,32,8.0,39,1,1.7,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1115,51,24.0,84,3,2.0,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1116,43,18.0,122,1,7.0,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1117,42,18.0,145,1,1.7,Undergraduate,132,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1118,42,17.0,98,2,0.4,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1119,41,16.0,79,1,1.0,Professional,233,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1120,34,8.0,38,2,2.0,Professional,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1121,30,6.0,49,3,0.7,Graduate,196,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1122,32,7.0,38,1,1.0,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1123,46,20.0,91,4,2.6,Professional,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1124,38,12.0,29,4,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1125,37,13.0,172,2,6.5,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1126,32,8.0,104,2,3.7,Undergraduate,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1127,35,9.0,58,1,2.5,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1128,30,5.0,171,2,1.9,Graduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1129,30,4.0,73,3,3.3,Undergraduate,0,Yes,No,Yes,Yes,Yes,Holds Only Deposit Account
1130,58,32.0,191,1,2.9,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1131,57,27.0,90,2,4.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1132,34,9.0,55,3,2.3,Undergraduate,0,No,Yes,Yes,Yes,Yes,Holds Both Security & Deposit Account
1133,31,4.0,28,1,2.0,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1134,39,14.0,42,1,2.5,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1135,57,33.0,9,1,0.1,Graduate,91,No,Yes,No,Yes,No,Holds Only Security Account
1136,47,21.0,65,1,1.5,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1137,51,26.0,134,4,4.5,Professional,0,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
1138,30,6.0,83,4,3.4,Undergraduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1139,55,28.0,38,3,1.0,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1140,32,6.0,13,4,0.3,Undergraduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1141,32,7.0,143,3,2.9,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1142,44,20.0,75,4,1.9,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1143,33,7.0,120,1,3.2,Professional,0,Yes,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1144,49,24.0,91,1,2.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1145,32,6.0,99,2,1.5,Professional,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1146,31,7.0,71,1,0.1,Undergraduate,78,No,Yes,No,No,No,Holds Only Security Account
1147,37,13.0,111,1,0.8,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1148,41,15.0,108,1,5.2,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1149,56,32.0,158,1,7.4,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1150,55,31.0,81,3,2.66666666666667,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1151,49,23.0,12,2,0.1,Professional,0,No,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
1152,63,37.0,21,2,0.4,Undergraduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1153,55,30.0,55,4,0.9,Undergraduate,215,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1154,59,35.0,42,1,1.8,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1155,41,16.0,81,2,0.4,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1156,49,25.0,13,4,0.2,Undergraduate,87,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1157,48,23.0,132,1,0.6,Undergraduate,157,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1158,41,16.0,99,1,1.0,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1159,50,26.0,23,4,0.2,Undergraduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1160,28,1.0,40,1,2.0,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1161,36,11.0,181,3,1.4,Undergraduate,0,Yes,No,No,No,No,Does Not Hold Both Security & Deposit Account
1162,38,14.0,112,2,2.2,Undergraduate,394,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1163,34,9.0,138,2,7.8,Undergraduate,227,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1164,41,17.0,94,3,3.8,Graduate,327,Yes,Yes,Yes,Yes,No,Holds Both Security & Deposit Account
1165,43,19.0,113,1,1.7,Undergraduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1166,30,5.0,112,4,5.0,Graduate,0,Yes,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1167,37,12.0,190,2,3.0,Undergraduate,475,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1168,62,37.0,38,1,1.1,Professional,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1169,40,16.0,32,1,1.4,Professional,158,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1170,35,10.0,104,3,0.6,Graduate,0,No,No,No,No,Yes,Does Not Hold Both Security & Deposit Account
1171,64,40.0,43,1,1.9,Graduate,0,No,No,No,Yes,No,Does Not Hold Both Security & Deposit Account
1172,49,24.0,45,3,1.7,Graduate,0,No,Yes,No,Yes,No,Holds Only Security Account
1173,24,20.1046,35,2,1.7,Graduate,0,No,No,No,No,No,Does Not Hold Both Security & Deposit Account
1174,36,10.0,42,4,1.2,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
1175,29,4.0,58,1,0.8,Graduate,0,No,No,No,Yes,Yes,Does Not Hold Both Security & Deposit Account
